           1   4.2056507642807577E-019   4.9660620008271805E-019   5.2822037677016610E-019
           2   4.4398501948265589E-018   4.1669884526636045E-018   4.4322608338282380E-018
           3   6.1994260126636265E-016   5.2161744335698176E-016   5.5482384717311577E-016
           4   2.8838614349537739E-014   2.2800414490755468E-014   2.4251899253003160E-014
           5   2.1808523414831112E-013   1.6642743220483629E-013   1.7702227827499327E-013
           6   5.4285856268861965E-013   4.0759198708999965E-013   4.3353947847070524E-013
           7   5.6418823823930866E-013   4.2360684885920974E-013   4.5057385362801348E-013
           8   2.7800002976012750E-013   2.1215022322135690E-013   2.2565580297465916E-013
           9   6.8610383921884902E-014   5.4244811239133455E-014   5.7698060607759121E-014
          10   7.9108019411959908E-015   6.6561198972953933E-015   7.0798515189523223E-015
          11   3.1715430341873068E-016   2.9766281790281148E-016   3.1661216834768250E-016
          12   1.9813534661019275E-018   2.3395961076427474E-018   2.4885358605333952E-018
          13   2.3370179497827131E-019   3.4718897867955415E-019   2.9352425371058621E-019
          14   6.4888451436396591E-017   7.6620739816925306E-017   6.4777532855597039E-017
          15   1.4791177153083623E-014   1.5657712502894411E-014   1.3237512304412470E-014
          16   3.1922191048174006E-013   3.1753090139343661E-013   2.6845040189937028E-013
          17   1.7938182630549923E-012   1.7222731973442328E-012   1.4560627957110366E-012
          18   3.4320927391004775E-012   3.2420739046555324E-012   2.7409491135284774E-012
          19   2.4026367822641092E-012   2.2696140828017292E-012   1.9188016347727621E-012
          20   5.7902798798623585E-013   5.5593390075228620E-013   4.7000363880024138E-013
          21   3.5949397348191259E-014   3.5758963184248424E-014   3.0231728616617398E-014
          22   9.5756475489680374E-017   1.0136633129265814E-016   8.5698217890491158E-017
          23   1.7427119904572764E-017   2.0578065748347607E-017   1.7397330452606359E-017
          24   1.8369521728297458E-019   2.7289886619280983E-019   2.3071710496790270E-019
          25   8.0783330527226109E-016   1.3386868327892245E-015   1.0146206539605012E-015
          26   3.2104641091626025E-014   4.2286340799618000E-014   3.2049762278090879E-014
          27   2.6275416573881350E-014   3.1026196685585285E-014   2.3515447526622648E-014
          28   1.2192538851939327E-011   1.3528224670699605E-011   1.0253343669415901E-011
          29   1.3309201620776844E-010   1.4253744218106135E-010   1.0803231140944235E-010
          30   4.2222031786908172E-010   4.4489382686363040E-010   3.3719496935280537E-010
          31   5.7557144570292302E-010   6.0648001120496775E-010   4.5966474795352115E-010
          32   3.9111681879987404E-010   4.1887404319353675E-010   3.1747399408314133E-010
          33   1.3258035825310104E-010   1.4710446242166451E-010   1.1149375806722182E-010
          34   1.9350539600083301E-011   2.2849253252227521E-011   1.7317959443121225E-011
          35   8.7547849653682971E-013   1.1531286695165654E-012   8.7398197704519751E-013
          36   5.5996860480825158E-015   9.2794217958062112E-015   7.0330810614005856E-015
          37   2.0568374768449410E-014   3.6273502013280480E-014   2.5833420982111375E-014
          38   6.2291643131892599E-013   8.7316103187783117E-013   6.2185163465651298E-013
          39   4.1997380083466923E-012   5.2775627047644338E-012   3.7585976413789330E-012
          40   5.2277046456089598E-010   6.1729104120099710E-010   4.3962502793341492E-010
          41   4.9119391922396819E-009   5.5983779014665544E-009   3.9870772083871145E-009
          42   1.4235304019958143E-008   1.5963064563997152E-008   1.1368644993124222E-008
          43   1.7672404341231955E-008   1.9817330989533635E-008   1.4113593278284210E-008
          44   1.0857881056965398E-008   1.2375259339957497E-008   8.8134662094352148E-009
          45   3.3663437473229782E-009   3.9750023723526667E-009   2.8309345387242094E-009
          46   4.6264086672572250E-010   5.8137345212463749E-010   4.1404508258012733E-010
          47   2.0331394536657888E-011   2.8499138151734491E-011   2.0296640595428570E-011
          48   1.2929018104919822E-013   2.2801060829460186E-013   1.6238559018385339E-013
          49   1.0962183333701561E-013   2.0028861930813705E-013   1.3768258315527885E-013
          50   3.0559077165353206E-012   4.4378691789417675E-012   3.0506840297394541E-012
          51   3.0556525214590807E-011   3.9781840484460892E-011   2.7346868631338668E-011
          52   3.1580554219078880E-009   3.8633884814796504E-009   2.6557739910530113E-009
          53   2.8755719365375486E-008   3.3954955665764446E-008   2.3341346218943602E-008
          54   8.1666185846207098E-008   9.4877121115388981E-008   6.5220516086369081E-008
          55   9.9143955427466215E-008   1.1518222590515796E-007   7.9178669516909202E-008
          56   5.9357136203460534E-008   7.0089323888104602E-008   4.8180866181292722E-008
          57   1.7954277293586882E-008   2.1964259274281465E-008   1.5098690901268314E-008
          58   2.4240423194843925E-009   3.1558845190703747E-009   2.1694209797157025E-009
          59   1.0555861120927764E-010   1.5329497835381895E-010   1.0537817214674304E-010
          60   6.6976400525415528E-013   1.2237170624781549E-012   8.4120868572155144E-013
          61   2.1916323439103222E-013   4.0699269887133988E-013   2.7526414515304488E-013
          62   5.8597085410185588E-012   8.6490813359837574E-012   5.8496921121952275E-012
          63   7.0061128299429527E-011   9.2708112297277718E-011   6.2701909275109322E-011
          64   6.7009737902197008E-009   8.3319423849656230E-009   5.6351993645640552E-009
          65   6.0191358153412266E-008   7.2239175345063053E-008   4.8858013677060527E-008
          66   1.6949490993051012E-007   2.0014078170456022E-007   1.3536257858911544E-007
          67   2.0382786477961370E-007   2.4068137625423797E-007   1.6278167513227229E-007
          68   1.2064331980568739E-007   1.4479111621706285E-007   9.7927562194044053E-008
          69   3.6075501812363586E-008   4.4856018247383920E-008   3.0337776456620862E-008
          70   4.8280284088811184E-009   6.3886695913894145E-009   4.3208924352104572E-009
          71   2.0920101296279375E-010   3.0878610497765107E-010   2.0884341035484111E-010
          72   1.3250642464385703E-012   2.4606840437194190E-012   1.6642512056470241E-012
          73   2.3215383424663071E-013   4.3111663238545489E-013   2.9158004947984701E-013
          74   5.9056244894994363E-012   8.7168544633074104E-012   5.8955295731836654E-012
          75   8.5997463963796253E-011   1.1379580574784483E-010   7.6964292671708831E-011
          76   7.5845031309035655E-009   9.4305163821880865E-009   6.3782054014571161E-009
          77   6.7130462525531958E-008   8.0567201042666132E-008   5.4490564041773542E-008
          78   1.8736347299008472E-007   2.2124010663500607E-007   1.4963282878375473E-007
          79   2.2317916685008648E-007   2.6353152983686386E-007   1.7823607519885842E-007
          80   1.3060062510657277E-007   1.5674146167631726E-007   1.0601002076454811E-007
          81   3.8605471249514137E-008   4.8001763962257277E-008   3.2465360090122852E-008
          82   5.1205704402584142E-009   6.7757746831128794E-009   4.5827058595130280E-009
          83   2.2072921303596651E-010   3.2580202639974855E-010   2.2035190443160028E-010
          84   1.3953725522426953E-012   2.5912486761122646E-012   1.7525568731012693E-012
          85   1.6439754104045316E-013   3.0036859912218634E-013   2.0647965305632770E-013
          86   3.8807958069376536E-012   5.6357932565127581E-012   3.8741620785352994E-012
          87   7.3987718731808183E-011   9.6325338163532019E-011   6.6216050754522566E-011
          88   5.8797847159566014E-009   7.1929999668857592E-009   4.9446185185042708E-009
          89   5.0978385422443430E-008   6.0195636038080267E-008   4.1379738364700868E-008
          90   1.4045095286459012E-007   1.6317135332853799E-007   1.1216739873099272E-007
          91   1.6500033531109424E-007   1.9169202816538238E-007   1.3177310672595000E-007
          92   9.5007270562641647E-008   1.1218525326701249E-007   7.7118487885566775E-008
          93   2.7640261527461503E-008   3.3813550981245109E-008   2.3244141683298333E-008
          94   3.6226790410927747E-009   4.7164014470577430E-009   3.2421529324598205E-009
          95   1.5516148623109943E-010   2.2532957189050470E-010   1.5489625734265270E-010
          96   9.7911515597872475E-013   1.7889285078069547E-012   1.2297468467544297E-012
          97   7.3649628004661434E-014   1.2988531956362461E-013   9.2502293780586897E-014
          98   1.6133225965672690E-012   2.2614436742145680E-012   1.6105648261347522E-012
          99   3.9297635127504735E-011   4.9383017017293670E-011   3.5169812595085120E-011
         100   2.8600856569962966E-009   3.3772092587790469E-009   2.4051956299885594E-009
         101   2.4329913345784845E-008   2.7729994995628545E-008   1.9748868865532734E-008
